#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
49,"Toprak Yağmura (Akustik)","Canozan",0,174,"turkish alt pop, turkish alternative rock, turkish rock","Pop, Rock","Dolunay",2018-11-16,03:56,28,22,92,0,18,0,50,-15,C Minor,4,2020-11-27,4sCt5tJL9SMAODyiEiVBDd,"Karabalık Records",5A,,https://i.scdn.co/image/ab67616d00004851df9e4f9c6036034011f15221
50,"Sen Anla","Özlem Tekin",52,94,"karadeniz turkuleri, turkish pop, turkish rock","Pop, Rock","Bana Bi'şey Olmaz",2012-11-01,03:51,63,68,5,0,47,0,0,-5,D Minor,4,2020-11-27,5Ax2a3ItybgFZ0zATY2y3v,"Epic",7A,https://p.scdn.co/mp3-preview/89ebf078e1ed8c4c7b15101f62081caa7f556d7a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485123073d9aefeb81956352e491
51,"Haberin Yok Ölüyorum","Duman",63,128,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Belki Alışman Lazım",2002-10-16,06:01,52,58,42,0,34,0,30,-7,A Major,4,2020-11-27,0JVaHDV9om0itoYoYpBBPT,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",11B,,https://i.scdn.co/image/ab67616d000048518c0559b991acf898adfede08
52,"Benimle Kayboldun","Kaan Boşnak",68,180,"turkish alt pop, turkish rock","Pop, Rock","Demos",2018-06-16,03:09,49,52,22,39,70,0,0,-11,B Minor,4,2020-11-27,6pJI8iZBKPuMjWDstvO081,"Hayırsız",10A,https://p.scdn.co/mp3-preview/1b8239f0daf6bb3da0175c39fdbbaf46139dbba6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bc1e682a9c9b6db932d307dd
53,"Romeonun Kırık Kalbi","Gökşin Derin",0,133,"huzunlu sarkilar, turkce slow sarkilar","Pop","Depresif",2018-03-14,01:20,83,51,92,13,27,10,10,-14,C Minor,4,2020-11-27,1E24UhyKoEFIUvpdQnj9Xk,"Gökşin Derin",5A,,https://i.scdn.co/image/ab67616d00004851645280438a9d1e849f95bdba
54,"POP","Şam,Seda Erciyes,No.1",0,78,"turkish hip hop, turkish trap, turkish alt pop","Pop, Hip Hop","P.O.P Mixtape, Pt. 2",2019-07-26,02:35,68,53,16,0,57,30,0,-8,A Minor,4,2020-11-27,66DgoWVI7sWtM3sd3iaXWv,"MGL 47",8A,,https://i.scdn.co/image/ab67616d00004851c883c5ccd532a682f277ffec
55,"Sevdim Desem","Duman",44,97,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Duman 1",2010-07-06,03:50,65,79,0,0,41,0,20,-7,B Minor,4,2020-11-27,5WahgdrbR9LCdTo73oCIax,"SONY MUSIC TURKEY",10A,https://p.scdn.co/mp3-preview/613e6e26e7d575cb02b3962ca8c8b267d6a1d096?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485119a949e3e4bd668fc41106fc
56,"Endless Song","AaRON",0,90,"french indie pop, french rock","Pop, Rock","Artificial Animals Riding On Neverland",2007-00-00,04:16,60,60,16,9,32,0,10,-8,C Major,4,2020-11-27,6cP0QwKqKwp2lbzpYA37Fe,"Birds In The Storm & Kid 74",8B,,https://i.scdn.co/image/ab67616d00004851f49ef5090c2eb03dbf6dbe0d
57,"Nefes Bile Almadan","Redd",0,72,"turkish rock","Rock","Plastik Çiçekler ve Böcek (Akustik)",2007-00-00,04:45,45,17,64,0,19,0,10,-14,A Minor,4,2020-11-27,164ufzpkaoxdJvxqB3AiCX,"PASAJ",8A,,https://i.scdn.co/image/ab67616d0000485146ccac27c09dc045797c9723
58,"Acının İlacı","Adamlar",64,78,"turkish rock","Rock","Rüyalarda Buruşmuşuz",2016-10-27,04:47,60,53,10,0,54,0,10,-9,G#/A♭ Minor,4,2020-11-27,3xegx5QZeKRjlLTUN1xfX1,"People Make Music",1A,https://p.scdn.co/mp3-preview/6175ae8a81863cc0a45e25165310f0467bb30a9f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513ae0f560e2cd8c5d4ffef990
59,"Melek","Duman",50,114,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Seni Kendime Sakladım",2005-07-04,04:49,34,52,49,0,7,0,0,-5,E Minor,4,2020-11-27,7m1S7WDiIzuD62gfUu7fWg,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",9A,,https://i.scdn.co/image/ab67616d00004851d5a587c7de8efc3ba32bede7
60,"Allı Turnam","Kaan Tangöze",0,180,"turkish rock, turkish singer-songwriter","Rock, Pop","Gölge Etme",2015-09-22,04:48,33,19,93,0,21,0,30,-14,B Minor,3,2020-11-27,6SFMrQ1m6z36hPV3GUNZOL,"ADA MÜZİK",10A,,https://i.scdn.co/image/ab67616d000048510a584dc806305804c4c6a436
61,"Ne Kavgam Bitti Ne Sevdam","Sezen Aksu",57,90,"turkish pop","Pop","Gülümse",1991-07-16,03:28,62,85,10,0,96,0,0,-8,E Minor,4,2020-11-27,1Q5tTe940wYaQm8hFg343D,"SN Music",9A,https://p.scdn.co/mp3-preview/9f4ca0cbe282852e8b9d894b025ab009f7013bdb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d88a971dc45348fe71861f7d
62,"İşte Gidiyorum","Kurtalan Ekspres,Şevval Sam",0,178,"anadolu rock, turkish rock, karadeniz turkuleri, turk sanat muzigi, turkish folk, turkish pop","Rock, Pop, Folk/Acoustic","Göğe Selam, Vol. 2",2014-02-10,03:20,34,48,51,0,27,0,0,-6,G Minor,4,2020-11-27,1rgY0IGnbrPMK7nCMqnJXG,"Arpej Yapım",6A,,https://i.scdn.co/image/ab67616d00004851fc25154c99190994da135e9c
63,"Yürekten","Duman",51,82,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Seni Kendime Sakladım",2005-07-04,04:26,59,56,55,0,20,0,10,-5,F Major,4,2020-11-27,7pNPIL5BhYOQwy9nakSBdS,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",7B,,https://i.scdn.co/image/ab67616d00004851d5a587c7de8efc3ba32bede7
64,"Nabız","Hidra,Şehinşah,FerzanBeats",0,152,"turkish hip hop, turkish trap, ","Hip Hop","Yarım Kalan",2017-12-17,04:18,69,74,36,0,10,20,10,-7,G#/A♭ Major,4,2020-11-27,77heifHtFRJgA53I7G3D5T,"Dokuz Sekiz Müzik",4B,,https://i.scdn.co/image/ab67616d0000485100e7298229ee501a2325cb9b
65,"Fade","Lewis Capaldi",33,138,"pop, uk pop","Pop","Fade",2017-10-06,04:04,42,41,26,0,9,0,0,-10,G Major,4,2020-11-27,3kWYYmYKM35SiZjlDLvkbC,"Vertigo Berlin",9B,,https://i.scdn.co/image/ab67616d000048512aa4715cbeb98b7f471d4807
66,"In The End - Mellen Gi Remix","Tommee Profitt,Fleurie,Mellen Gi",72,88,"anthem worship, bossbeat, nashville singer-songwriter, ","Folk/Acoustic, Pop, Country","In The End",2019-03-22,03:38,62,61,48,3,22,10,10,-7,G Minor,4,2020-11-27,5rAUZy2eDdegBxUVYxePK2,"Tommee Profitt Studios",6A,,https://i.scdn.co/image/ab67616d0000485146557fdc7325844aa2177155
67,"Olmadı Yar - Live At Maslak Venue, İstanbul / 2003","Duman",26,95,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","En Güzel Günüm Gecem 1999-2006",2007-12-10,06:25,46,64,69,1,43,0,30,-9,G#/A♭ Major,4,2020-11-27,5hIialYtySYxCU9TVUIwsp,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",4B,,https://i.scdn.co/image/ab67616d000048516f914677a391177bd54d5fc5
68,"Ateş Edecek Misin?","Yüzyüzeyken Konuşuruz",0,144,"turkish alternative rock, turkish rock","Rock","Evdekilere Selam",2013-09-17,04:43,58,47,47,0,52,0,0,-13,C Minor,4,2020-11-27,2iV4VIyB9vu4p4zYADlook,"FONO MÜZİK ÜRETİM",5A,,https://i.scdn.co/image/ab67616d0000485183aacc55c4dd0c99b11c2456
69,"Someone You Loved","Lewis Capaldi",91,110,"pop, uk pop","Pop","Divinely Uninspired To A Hellish Extent",2019-05-17,03:02,50,41,75,0,45,0,10,-6,C♯/D♭ Major,4,2020-11-27,7qEHsqek33rTcFNT9PFqLf,"Vertigo Berlin",3B,,https://i.scdn.co/image/ab67616d00004851fc2101e6889d6ce9025f85f2
70,"Cevapsız Sorular","maNga",68,188,"turkish rock","Rock","Şehr-i Hüzün",2009-11-09,04:32,46,70,10,0,45,0,10,-5,C♯/D♭ Minor,4,2020-11-27,03INrUW4VCJpDXKQzNEaKS,"SONY MUSIC TURKEY",12A,https://p.scdn.co/mp3-preview/e18119e00167e2b20a53ba61fd062b76c0d6cafc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518706180dd9d58d662291fca3
71,"Gönül İster","Duman",0,117,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Darmaduman",2013-09-12,04:16,33,72,12,0,13,0,20,-5,F Major,4,2020-11-27,0x8fHLgIWXvTUlkai9MqOD,"PASAJ",7B,,https://i.scdn.co/image/ab67616d00004851690c8a1e18cebea2ecfebcd0
72,"Sen Ağlama","Badem",64,132,"turkish rock","Rock","Badem",2003-05-19,03:41,59,66,10,0,33,0,10,-6,C♯/D♭ Minor,4,2020-11-27,6vbgHYlDD0fwSU54D2bD6o,"SONY MUSIC TURKEY",12A,https://p.scdn.co/mp3-preview/5e039e53ad5c8553ea51ccb3604400e16ef1e30d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485103436dda978adfb33286c54b
73,"Ay Tenli Kadın - Akustik","Ufuk Beydemir",0,147,"turkish pop, turkish rock, turkish singer-songwriter","Pop, Rock","Akustik",2019-04-26,03:17,53,39,85,0,15,0,10,-9,F Minor,3,2020-11-27,6rrAzIy5pUiFctsyHLM4it,"Zoom",4A,,https://i.scdn.co/image/ab67616d000048510513e2d7dfef1bd57df6314c
74,"Neredesin Sen","Kurtalan Ekspres,Duman",0,185,"anadolu rock, turkish rock, karadeniz turkuleri, turkish alternative, turkish alternative rock","Rock, Pop","Göğe Selam, Vol. 2",2014-02-10,04:04,36,48,53,0,15,0,10,-10,G Major,4,2020-11-27,5bCnDGM4FsWhNHtSkqA8s0,"Arpej Yapım",9B,,https://i.scdn.co/image/ab67616d00004851fc25154c99190994da135e9c
75,"Bu Aşk Beni Yorar","Duman",53,116,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Duman 1",2010-07-06,04:09,50,40,3,2,9,0,0,-10,A Minor,3,2020-11-27,4My0VINw4TFK6sQLInVRwd,"SONY MUSIC TURKEY",8A,https://p.scdn.co/mp3-preview/be59ba21ab5f5a9c84ec51670b6e7f31f380cf95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485119a949e3e4bd668fc41106fc
76,"Anlat Ona - Canlı Akustik","Birkan Nasuhoğlu",42,153,"turkish alt pop, turkish alternative, turkish rock","Pop, Rock","Yuvaya Yolculuk (Canlı Akustik)",2019-12-27,03:17,42,23,74,0,17,0,30,-14,E Minor,4,2020-11-27,3StvLJKOTaViGSkhphBDYm,"GTR Müzik",9A,https://p.scdn.co/mp3-preview/a0b0c38940ed75f4310d0f93a96dff9b35894301?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ab05ce8da004cc47b66c4355
77,"Bazen (feat. Emel)","Ezhel,Emel",68,80,"turkish hip hop, turkish trap, ","Hip Hop","Müptezhel",2017-05-25,03:51,70,60,30,0,96,20,0,-6,F#/G♭ Minor,4,2020-11-27,6qkXhA5mVvG1DLyliRS1Yf,"KOAL",11A,https://p.scdn.co/mp3-preview/243f485dca297168ee1d34f9caa6fc9ad76d0c65?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ecd10eea07796a0edf4fb609
78,"Sweet Child O' Mine (Acoustic Version)","Brett Schulz,Katrina",14,121,"atlanta bass","Hip Hop","Sweet Child O' Mine (Acoustic Version)",2012-04-11,05:47,67,23,81,0,31,0,0,-11,F#/G♭ Major,4,2020-11-27,6qmujBTtw3L234aobCiSUR,"Brett Schulz & Katrina",2B,https://p.scdn.co/mp3-preview/9b1a31ad8083249fe7a5afbd6bedd6cc04bf1d08?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851743a9b8a965e689a029a017f
79,"Bu Akşam - Akustik","Duman",37,150,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Belki Alışman Lazım",2002-10-16,02:55,47,84,1,0,66,0,20,-6,B Minor,4,2020-11-27,2xsd6qyFApWznDt2gYKN7s,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",10A,,https://i.scdn.co/image/ab67616d000048518c0559b991acf898adfede08
80,"Zalim","Kanun Yıldırım,Barış Kömürcüoğlu",0,120,"deep turkish pop","Pop","Zalim",2016-11-28,04:03,78,84,11,0,49,0,0,-7,B Minor,4,2020-11-27,0Z4CZ0Q5O2cVEK1btlg4t1,"DGL",10A,,https://i.scdn.co/image/ab67616d00004851feb4e82afa3e15ac0c9fd87a
81,"Birden Geldin Aklıma","Tuna Kiremitçi,Sena Şener",0,164,"turkish alternative, turkish modern jazz, turkish pop, turkish rock, turkish alt pop","Pop, Jazz, Rock","Tuna Kiremitçi ve Arkadaşları",2017-01-06,03:36,66,60,26,0,53,10,0,-7,D Minor,4,2020-11-27,4XVif6rh9oYMIjazZ5F65A,"PASAJ",7A,,https://i.scdn.co/image/ab67616d00004851ea54727409465b2e91487999
82,"Say Yes (Church Ballad)","Lukas Graham",37,78,"danish pop, scandipop","Pop","3 (The Purple Album)",2018-10-26,03:33,60,50,19,0,13,0,10,-6,F#/G♭ Major,4,2020-11-27,7tvLOdL1l7aDQOiK9NHTNi,"Warner Records",2B,https://p.scdn.co/mp3-preview/06d7dfe62657e4b454187a367f6a788bb699facb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485145100f4cdb2a88ecf80f270f
83,"Her Şeyi Yak","Duman",68,100,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Belki Alışman Lazım",2002-10-16,04:30,63,54,46,0,20,0,10,-7,D Major,4,2020-11-27,4uqlFpMPTKO6uAsX6qvK0l,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",10B,,https://i.scdn.co/image/ab67616d000048518c0559b991acf898adfede08
84,"Ölsem Yeridir","Yüzyüzeyken Konuşuruz",64,140,"turkish alternative rock, turkish rock","Rock","Ölsem Yeridir",2019-04-26,03:52,60,52,37,10,11,0,0,-7,D Minor,4,2020-11-27,7zn6VQuPR6aCLPRcZAA89R,"SONY MUSIC TURKEY",7A,https://p.scdn.co/mp3-preview/48ea8cc0ca86aaf06f915b7a37a30a68af90d730?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851859be5710df0b9724aa59f16
85,"Sarılırım Birine","Adamlar",0,130,"turkish rock","Rock","Dünya Günlükleri",2019-04-12,06:33,63,71,19,1,33,0,20,-8,A Major,4,2020-11-27,4WaxccyM7lk1pmompcC8yR,"GARAJ",11B,,https://i.scdn.co/image/ab67616d00004851bc7011b343324afda1c7ee6e
86,"Bu Böyle","Sertab Erener",0,130,"turkish jazz, turkish pop, turkish singer-songwriter","Jazz, Pop","Rengârenk",2010-06-02,04:46,71,88,8,0,89,0,10,-2,F#/G♭ Minor,4,2020-11-27,7nEWGJG6ouxxYnITpdFZ4C,"DOĞAN MÜZİK YAPIM",11A,,https://i.scdn.co/image/ab67616d00004851881cbcc04fe1dccc90c80186
87,"Manası Yok","Duman",46,90,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Belki Alışman Lazım",2002-10-16,03:47,52,48,11,0,19,0,20,-7,F#/G♭ Minor,3,2020-11-27,7Hgib9Zf2QLxbwIiZDBTh9,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",11A,,https://i.scdn.co/image/ab67616d000048518c0559b991acf898adfede08
88,"Koptu İpim Düşüyorum","İkiye On Kala",56,146,"turkish pop, turkish rock","Pop, Rock","Yaka Faça",2018-11-09,03:42,71,42,35,38,65,0,20,-15,A#/B♭ Minor,4,2020-11-27,2iI0RV3TG7VKUwpOmGWIVs,"CES Yapım",3A,https://p.scdn.co/mp3-preview/9af87b2c0caca759437a93c69240da5da7ab2ffb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ac2cb8fb04fca210ba714484
89,"It's You","Ali Gatie",82,96,"canadian hip hop","Hip Hop","YOU",2019-11-08,03:32,73,46,37,0,40,0,10,-7,B Minor,4,2020-11-27,5DqdesEfbRyOlSS3Tf6c29,"Warner Records",10A,https://p.scdn.co/mp3-preview/6e72053e14390cfe06f7516e289ef2a82383f986?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485150a744f0ef5c3e260d9de720
90,"Güzel Bir Gün Ölmek İçin","Teoman",0,136,"turkish rock","Rock","Konserler, Vol. 1",2012-01-13,05:21,49,95,20,0,44,10,90,-7,G Major,4,2020-11-27,1sifMCALewi7P795dwaOfx,"AVRUPA MÜZİK YAPIM",9B,,https://i.scdn.co/image/ab67616d00004851ba5f742927c905983834c32d
91,"Köprüaltı","Duman",64,150,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Eski Köprünün Altında",1999-11-05,04:51,59,73,28,0,82,0,0,-6,A Major,4,2020-11-27,43tIlj5mqSjV4DPuDRb5NQ,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",11B,,https://i.scdn.co/image/ab67616d000048512240c0edb98124fb3491084a
92,"come out and play","Billie Eilish",69,145,"art pop, pop","Pop","come out and play",2018-11-20,03:30,64,32,69,3,18,0,10,-15,C Major,4,2020-11-27,7wC5eZcFS1Q1BsQ35DU6H4,"Darkroom",8B,,https://i.scdn.co/image/ab67616d0000485148a98a5a97b2cc7963016888
93,"I Follow Rivers - Live @ Giel!","Triggerfinger",45,110,"belgian rock","Rock","All This Dancin' around",2010-10-01,03:33,67,41,15,0,71,0,0,-9,G Minor,4,2020-11-27,6HUCDcXf4M59NBZ5EOtd5T,"Hufter",6A,https://p.scdn.co/mp3-preview/0d60f55fac4cc69f23183c6b521324d9af8b90fe?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485168862ed0eb3b8f8e3c1c9612
94,"Hold Up","STK 23",9,102,"","","Hold Up",2020-03-27,03:17,96,52,39,0,41,0,10,-7,C♯/D♭ Major,4,2020-11-27,3gKa71i8IwzbLU5V9fNe8i,"800981 Records DK",3B,https://p.scdn.co/mp3-preview/dee5e6f697b678f486c6c7c511f535ec49bfb813?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e3d70758930638d31f371caf
95,"Hatun","Duman",0,132,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Alternative Rock",2001-12-20,03:54,56,74,7,0,48,0,10,-4,B Minor,4,2020-11-27,3jZnjSoibgxLF6mLFLg9hp,"BONUS MÜZİK PROD.",10A,,https://i.scdn.co/image/ab67616d0000485123d82ec9a065daaf86be27c1
96,"Kayıp","Athena",0,136,"turkish pop, turkish punk, turkish rock","Pop, Rock","İt",2006-04-15,04:11,58,80,10,0,45,0,0,-5,C Major,4,2020-11-27,0jz3YheEZUw5t4niCS2o1V,"PASAJ",8B,,https://i.scdn.co/image/ab67616d000048511a90288e1e74045275e36d2a
97,"Anlatamıyorum","mor ve ötesi",0,130,"turkish alternative, turkish alternative rock, turkish rock","Pop, Rock","mor ve ötesi (Kayıtlar 1996 - 2004)",2016-10-21,04:27,51,52,16,0,18,0,10,-8,A#/B♭ Major,4,2020-11-27,3tzQeefwigXHxIhZa4iQAb,"DOĞAN MÜZİK YAPIM",6B,,https://i.scdn.co/image/ab67616d000048512a85d6228de4a3a29e4eecca
98,"Smells Like Teen Spirit","Nirvana",5,117,"grunge, permanent wave, rock","Rock","Nevermind (Deluxe Edition)",1991-09-26,05:01,50,91,0,0,72,0,10,-5,C♯/D♭ Major,4,2020-11-27,1f3yAtsJtY87CTmM8RLnxf,"Geffen",3B,,https://i.scdn.co/image/ab67616d0000485128a90d00a2819504364880e4
99,"Sen Ben","Duman",38,110,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Seni Kendime Sakladım",2005-07-04,03:24,66,67,20,0,34,0,10,-6,E Major,4,2020-11-27,7BHJeDZuB9QiTz7y5jewSj,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",12B,,https://i.scdn.co/image/ab67616d00004851d5a587c7de8efc3ba32bede7
100,"911","Ellise",55,130,"alt z, electropop","Pop","Can You Keep a Secret?",2018-10-12,03:10,70,61,57,0,51,0,0,-7,A#/B♭ Minor,4,2020-11-27,3bHZeMMosfnAS633rWpf09,"Hell Bent Heaven Sent",3A,https://p.scdn.co/mp3-preview/83daf2ece36c4e4246121e211f207e2a813962c3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccb8ab804654f18da257f5a1